Character,Win Rate
Zato=1,100.0
Happy Chaos,100.0
Baiken,89.47368421052632
Jack-O,75.0
Ramlethal,67.56756756756756
Nagoriyuki,60.46511627906976
Axl Low,58.333333333333336
Faust,56.25
May,55.00000000000001
Sol Badguy,53.84615384615385
Ky Kiske,53.42465753424658
Brisket,52.17391304347826
Potemkin,50.0
Ino,50.0
Anji Mito,48.275862068965516
Giovanna,44.44444444444444
Leo Whitefang,40.0
Sin Kiske,40.0
Testament,35.08771929824561
Millia,22.58064516129032
Chipp,19.35483870967742
