Character 1,Character 2,Floor,Num Matches,Player 1 Win Rate,Player 2 Win Rate,Score
SO,KY,12887,48.27,51.73,-1
SO,MA,6625,44.78,55.22,-3
SO,AX,6572,47.05,52.95,-2
SO,CH,7346,49.90,50.10,0
SO,PO,8329,42.00,58.00,-3
SO,FA,6255,49.08,50.92,0
SO,MI,7722,48.67,51.33,-1
SO,ZA,7616,47.14,52.86,-2
SO,RA,7344,50.27,49.73,0
SO,LE,5464,46.76,53.24,-2
SO,NA,9848,43.94,56.06,-3
SO,GI,8842,48.38,51.62,-1
SO,AN,6420,47.57,52.43,-1
SO,IN,5722,48.55,51.45,-1
SO,GO,4982,41.49,58.51,-3
SO,JC,5423,46.76,53.24,-2
SO,HA,6722,43.20,56.80,-3
SO,BA,10172,46.88,53.12,-2
SO,TE,6720,46.58,53.42,-2
SO,BI,9459,50.05,49.95,0
SO,SI,7521,51.06,48.94,0
KY,SO,12535,49.05,50.95,0
KY,MA,5695,48.85,51.15,0
KY,AX,4500,44.24,55.76,-3
KY,CH,5890,50.83,49.17,0
KY,PO,5868,44.43,55.57,-3
KY,FA,4633,46.13,53.87,-2
KY,MI,6301,46.71,53.29,-2
KY,ZA,4556,45.11,54.89,-2
KY,RA,4692,48.79,51.21,0
KY,LE,3910,47.42,52.58,-2
KY,NA,7057,47.07,52.93,-2
KY,GI,5879,50.79,49.21,0
KY,AN,5045,50.13,49.87,0
KY,IN,3964,44.85,55.15,-3
KY,GO,4384,36.52,63.48,-3
KY,JC,3481,47.52,52.48,-1
KY,HA,4721,44.42,55.58,-3
KY,BA,7286,49.95,50.05,0
KY,TE,4242,51.51,48.49,+1
KY,BI,6296,53.95,46.05,+2
KY,SI,5899,50.99,49.01,0
MA,SO,7423,50.55,49.45,0
MA,KY,6075,48.23,51.77,-1
MA,AX,3042,52.79,47.21,+2
MA,CH,3995,50.91,49.09,0
MA,PO,4154,50.34,49.66,0
MA,FA,3866,50.62,49.38,0
MA,MI,4341,48.24,51.76,-1
MA,ZA,3501,48.27,51.73,-1
MA,RA,3596,50.00,50.00,0
MA,LE,2529,48.28,51.72,-1
MA,NA,4662,46.55,53.45,-2
MA,GI,3577,52.11,47.89,+1
MA,AN,3637,46.58,53.42,-2
MA,IN,2949,50.08,49.92,0
MA,GO,3094,43.21,56.79,-3
MA,JC,2985,49.75,50.25,0
MA,HA,3364,47.86,52.14,-1
MA,BA,5278,45.93,54.07,-2
MA,TE,3098,52.52,47.48,+2
MA,BI,4795,50.80,49.20,0
MA,SI,3635,50.89,49.11,0
AX,SO,5714,51.91,48.09,+1
AX,KY,4572,54.42,45.58,+2
AX,MA,3306,39.62,60.38,-3
AX,CH,3442,43.90,56.10,-3
AX,PO,3341,51.42,48.58,+1
AX,FA,2590,54.32,45.68,+2
AX,MI,3153,43.39,56.61,-3
AX,ZA,2673,51.96,48.04,+1
AX,RA,2798,44.71,55.29,-3
AX,LE,1870,50.32,49.68,0
AX,NA,3582,53.18,46.82,+2
AX,GI,2782,48.99,51.01,0
AX,AN,2774,45.35,54.65,-2
AX,IN,2430,44.49,55.51,-3
AX,GO,2445,49.57,50.43,0
AX,JC,2633,49.45,50.55,0
AX,HA,2971,48.97,51.03,0
AX,BA,4057,46.73,53.27,-2
AX,TE,2248,60.14,39.86,+3
AX,BI,3867,52.91,47.09,+2
AX,SI,2962,56.89,43.11,+3
CH,SO,6621,44.30,55.70,-3
CH,KY,5019,48.18,51.82,-1
CH,MA,3248,45.54,54.46,-2
CH,AX,2927,56.00,44.00,+3
CH,PO,3754,52.00,48.00,+1
CH,FA,2904,52.75,47.25,+2
CH,MI,3392,49.65,50.35,0
CH,ZA,3254,45.82,54.18,-2
CH,RA,3174,51.45,48.55,+1
CH,LE,2492,43.02,56.98,-3
CH,NA,5354,42.49,57.51,-3
CH,GI,3292,51.58,48.42,+1
CH,AN,3027,48.00,52.00,-1
CH,IN,2464,47.81,52.19,-1
CH,GO,2650,46.98,53.02,-2
CH,JC,2787,36.31,63.69,-3
CH,HA,3239,47.79,52.21,-1
CH,BA,4516,43.31,56.69,-3
CH,TE,2672,50.90,49.10,0
CH,BI,3765,50.41,49.59,0
CH,SI,3358,49.94,50.06,0
PO,SO,7115,51.27,48.73,+1
PO,KY,6539,47.12,52.88,-2
PO,MA,4103,45.24,54.76,-2
PO,AX,3309,43.79,56.21,-3
PO,CH,5037,44.83,55.17,-3
PO,FA,3764,48.67,51.33,-1
PO,MI,4601,50.84,49.16,0
PO,ZA,3333,49.44,50.56,0
PO,RA,3198,49.84,50.16,0
PO,LE,2914,46.57,53.43,-2
PO,NA,5084,49.57,50.43,0
PO,GI,3459,49.61,50.39,0
PO,AN,3575,47.94,52.06,-1
PO,IN,2955,46.02,53.98,-2
PO,GO,2754,39.43,60.57,-3
PO,JC,2467,39.52,60.48,-3
PO,HA,3263,46.03,53.97,-2
PO,BA,5413,46.78,53.22,-2
PO,TE,3404,53.32,46.68,+2
PO,BI,4606,47.09,52.91,-2
PO,SI,3877,53.65,46.35,+2
FA,SO,4869,46.83,53.17,-2
FA,KY,3362,52.11,47.89,+1
FA,MA,3078,40.38,59.62,-3
FA,AX,2320,41.21,58.79,-3
FA,CH,3051,42.15,57.85,-3
FA,PO,3060,46.80,53.20,-2
FA,MI,2529,42.94,57.06,-3
FA,ZA,2411,44.34,55.66,-3
FA,RA,2500,42.64,57.36,-3
FA,LE,1748,41.53,58.47,-3
FA,NA,3130,48.43,51.57,-1
FA,GI,2759,45.16,54.84,-2
