Character 1,Character 2,Floor,Num Matches,Player 1 Win Rate,Player 2 Win Rate,Score
SO,KY,646,45.51,54.49,-2
SO,MA,569,43.59,56.41,-3
SO,AX,203,48.77,51.23,0
SO,CH,628,63.38,36.62,+3
SO,PO,202,37.13,62.87,-3
SO,FA,497,52.92,47.08,+2
SO,MI,535,60.00,40.00,+3
SO,ZA,399,62.16,37.84,+3
SO,RA,1138,54.04,45.96,+2
SO,LE,244,59.84,40.16,+3
SO,NA,588,45.92,54.08,-2
SO,GI,1109,49.95,50.05,0
SO,AN,190,57.89,42.11,+3
SO,IN,246,48.37,51.63,-1
SO,GO,62,51.61,48.39,+1
SO,JC,161,79.50,20.50,+3
SO,HA,476,66.81,33.19,+3
SO,BA,354,52.82,47.18,+2
SO,TE,421,44.89,55.11,-3
SO,BI,1231,50.53,49.47,0
SO,SI,300,57.67,42.33,+3
KY,SO,766,51.57,48.43,+1
KY,MA,611,59.57,40.43,+3
KY,AX,246,43.90,56.10,-3
KY,CH,634,65.46,34.54,+3
KY,PO,216,39.35,60.65,-3
KY,FA,582,57.39,42.61,+3
KY,MI,495,64.85,35.15,+3
KY,ZA,455,65.93,34.07,+3
KY,RA,1199,59.22,40.78,+3
KY,LE,242,55.79,44.21,+3
KY,NA,595,48.24,51.76,-1
KY,GI,1092,56.96,43.04,+3
KY,AN,176,65.34,34.66,+3
KY,IN,322,57.76,42.24,+3
KY,GO,69,49.28,50.72,0
KY,JC,230,61.74,38.26,+3
KY,HA,428,66.36,33.64,+3
KY,BA,403,42.18,57.82,-3
KY,TE,409,43.52,56.48,-3
KY,BI,1248,53.93,46.07,+2
KY,SI,330,47.88,52.12,-1
MA,SO,559,51.52,48.48,+1
MA,KY,657,45.97,54.03,-2
MA,AX,176,42.05,57.95,-3
MA,CH,545,68.44,31.56,+3
MA,PO,221,37.10,62.90,-3
MA,FA,476,50.84,49.16,0
MA,MI,458,66.59,33.41,+3
MA,ZA,402,63.68,36.32,+3
MA,RA,1097,52.23,47.77,+1
MA,LE,260,54.23,45.77,+2
MA,NA,501,43.31,56.69,-3
MA,GI,1018,56.88,43.12,+3
MA,AN,126,61.90,38.10,+3
MA,IN,228,56.58,43.42,+3
MA,GO,52,48.08,51.92,-1
MA,JC,168,58.93,41.07,+3
MA,HA,358,67.32,32.68,+3
MA,BA,356,49.44,50.56,0
MA,TE,321,39.56,60.44,-3
MA,BI,1096,48.81,51.19,0
MA,SI,300,56.00,44.00,+3
AX,SO,229,52.40,47.60,+1
AX,KY,220,49.09,50.91,0
AX,MA,179,60.89,39.11,+3
AX,CH,254,59.84,40.16,+3
AX,PO,68,61.76,38.24,+3
AX,FA,200,69.00,31.00,+3
AX,MI,200,70.00,30.00,+3
AX,ZA,175,70.29,29.71,+3
AX,RA,484,53.51,46.49,+2
AX,LE,128,61.72,38.28,+3
AX,NA,192,49.48,50.52,0
AX,GI,434,49.08,50.92,0
AX,AN,66,75.76,24.24,+3
AX,IN,138,55.80,44.20,+3
AX,GO,8,75.00,25.00,+3
AX,JC,61,75.41,24.59,+3
AX,HA,135,65.19,34.81,+3
AX,BA,119,46.22,53.78,-2
AX,TE,105,42.86,57.14,-3
AX,BI,392,54.85,45.15,+2
AX,SI,98,45.92,54.08,-2
CH,SO,651,31.49,68.51,-3
CH,KY,687,32.31,67.69,-3
CH,MA,674,28.04,71.96,-3
CH,AX,293,39.25,60.75,-3
CH,PO,218,25.69,74.31,-3
CH,FA,630,39.21,60.79,-3
CH,MI,583,50.94,49.06,0
CH,ZA,553,42.86,57.14,-3
CH,RA,1208,37.09,62.91,-3
CH,LE,245,43.67,56.33,-3
CH,NA,637,30.46,69.54,-3
CH,GI,1149,38.99,61.01,-3
CH,AN,236,45.76,54.24,-2
CH,IN,360,39.17,60.83,-3
CH,GO,70,42.86,57.14,-3
CH,JC,160,46.25,53.75,-2
CH,HA,447,62.42,37.58,+3
CH,BA,377,33.69,66.31,-3
CH,TE,358,32.96,67.04,-3
CH,BI,1090,33.21,66.79,-3
CH,SI,338,33.14,66.86,-3
PO,SO,179,68.72,31.28,+3
PO,KY,229,60.70,39.30,+3
PO,MA,189,67.72,32.28,+3
PO,AX,70,48.57,51.43,-1
PO,CH,244,78.69,21.31,+3
PO,FA,163,72.39,27.61,+3
PO,MI,186,77.42,22.58,+3
PO,ZA,128,79.69,20.31,+3
PO,RA,349,67.34,32.66,+3
PO,LE,65,69.23,30.77,+3
PO,NA,196,51.53,48.47,+1
PO,GI,359,65.18,34.82,+3
PO,AN,63,74.60,25.40,+3
PO,IN,107,60.75,39.25,+3
PO,GO,12,66.67,33.33,+3
PO,JC,34,70.59,29.41,+3
PO,HA,132,70.45,29.55,+3
PO,BA,124,63.71,36.29,+3
PO,TE,149,48.32,51.68,-1
PO,BI,416,68.27,31.73,+3
PO,SI,71,64.79,35.21,+3
FA,SO,472,50.64,49.36,0
FA,KY,555,50.27,49.73,0
FA,MA,457,52.30,47.70,+1
FA,AX,227,40.97,59.03,-3
FA,CH,549,67.94,32.06,+3
FA,PO,165,44.85,55.15,-3
FA,MI,375,65.87,34.13,+3
FA,ZA,447,63.53,36.47,+3
FA,RA,803,52.55,47.45,+2
FA,LE,185,51.35,48.65,+1
FA,NA,467,43.25,56.75,-3
FA,GI,894,54.59,45.41,+2
FA,AN,129,65.89,34.11,+3
FA,IN,274,45.99,54.01,-2
FA,GO,54,62.96,37.04,+3
FA,JC,138,61.59,38.41,+3
FA,HA,320,61.25,38.75,+3
FA,BA,251,44.22,55.78,-3
FA,TE,266,45.11,54.89,-2
FA,BI,779,53.53,46.47,+2
FA,SI,249,54.22,45.78,+2
MI,SO,469,36.03,63.97,-3
MI,KY,533,34.52,65.48,-3
MI,MA,476,29.83,70.17,-3
MI,AX,221,36.65,63.35,-3
MI,CH,711,51.20,48.80,0
MI,PO,162,18.52,81.48,-3
MI,FA,488,35.66,64.34,-3
MI,ZA,402,40.55,59.45,-3
MI,RA,1026,39.96,60.04,-3
MI,LE,239,41.84,58.16,-3
MI,NA,539,32.47,67.53,-3
MI,GI,929,41.98,58.02,-3
MI,AN,170,48.82,51.18,0
MI,IN,250,36.40,63.60,-3
MI,GO,65,38.46,61.54,-3
MI,JC,135,44.44,55.56,-3
MI,HA,296,53.04,46.96,+2
MI,BA,242,31.40,68.60,-3
MI,TE,231,32.03,67.97,-3
MI,BI,846,36.17,63.83,-3
MI,SI,248,35.08,64.92,-3
ZA,SO,339,42.18,57.82,-3
ZA,KY,498,33.94,66.06,-3
ZA,MA,441,37.87,62.13,-3
ZA,AX,156,26.92,73.08,-3
ZA,CH,489,60.53,39.47,+3
ZA,PO,98,28.57,71.43,-3
ZA,FA,433,44.80,55.20,-3
ZA,MI,404,64.11,35.89,+3
ZA,RA,828,39.86,60.14,-3
ZA,LE,155,49.03,50.97,0
ZA,NA,456,35.31,64.69,-3
ZA,GI,831,44.16,55.84,-3
ZA,AN,168,53.57,46.43,+2
ZA,IN,270,44.81,55.19,-3
ZA,GO,31,61.29,38.71,+3
ZA,JC,126,47.62,52.38,-1
ZA,HA,251,48.61,51.39,-1
ZA,BA,202,28.71,71.29,-3
ZA,TE,221,35.75,64.25,-3
ZA,BI,695,44.46,55.54,-3
ZA,SI,254,51.18,48.82,0
RA,SO,1178,46.10,53.90,-2
RA,KY,1338,47.38,52.62,-2
RA,MA,978,54.70,45.30,+2
RA,AX,383,50.13,49.87,0
RA,CH,1188,65.82,34.18,+3
RA,PO,330,39.09,60.91,-3
RA,FA,932,54.61,45.39,+2
RA,MI,950,64.63,35.37,+3
RA,ZA,781,63.12,36.88,+3
RA,LE,437,56.98,43.02,+3
RA,NA,1047,47.76,52.24,-1
RA,GI,2047,52.66,47.34,+2
RA,AN,351,59.54,40.46,+3
RA,IN,587,54.86,45.14,+2
RA,GO,78,58.97,41.03,+3
RA,JC,367,63.22,36.78,+3
RA,HA,707,63.37,36.63,+3
RA,BA,688,43.60,56.40,-3
RA,TE,657,48.71,51.29,-1
RA,BI,2147,49.74,50.26,0
RA,SI,674,52.52,47.48,+2
LE,SO,214,40.19,59.81,-3
LE,KY,263,39.54,60.46,-3
LE,MA,206,38.83,61.17,-3
LE,AX,112,39.29,60.71,-3
LE,CH,307,57.65,42.35,+3
LE,PO,74,27.03,72.97,-3
LE,FA,207,51.69,48.31,+1
LE,MI,220,55.00,45.00,+2
LE,ZA,216,56.48,43.52,+3
LE,RA,429,51.05,48.95,0
LE,NA,212,42.92,57.08,-3
LE,GI,413,47.94,52.06,-1
LE,AN,84,54.76,45.24,+2
LE,IN,151,39.74,60.26,-3
LE,GO,18,50.00,50.00,0
LE,JC,85,58.82,41.18,+3
LE,HA,151,66.23,33.77,+3
LE,BA,91,36.26,63.74,-3
LE,TE,125,32.00,68.00,-3
LE,BI,388,42.78,57.22,-3
LE,SI,131,41.22,58.78,-3
NA,SO,632,57.91,42.09,+3
NA,KY,651,52.23,47.77,+1
NA,MA,403,63.52,36.48,+3
NA,AX,207,44.93,55.07,-3
NA,CH,612,74.51,25.49,+3
NA,PO,194,42.27,57.73,-3
NA,FA,523,56.02,43.98,+3
NA,MI,470,72.13,27.87,+3
NA,ZA,478,70.29,29.71,+3
NA,RA,1090,55.60,44.40,+3
NA,LE,243,55.97,44.03,+3
NA,GI,967,62.98,37.02,+3
NA,AN,187,60.43,39.57,+3
NA,IN,274,57.66,42.34,+3
NA,GO,46,67.39,32.61,+3
NA,JC,155,65.16,34.84,+3
NA,HA,363,65.56,34.44,+3
NA,BA,372,45.97,54.03,-2
NA,TE,361,50.69,49.31,0
NA,BI,1024,56.45,43.55,+3
NA,SI,343,53.06,46.94,+2
GI,SO,1113,46.81,53.19,-2
GI,KY,1115,41.26,58.74,-3
GI,MA,1093,41.99,58.01,-3
GI,AX,442,45.70,54.30,-2
GI,CH,1345,61.78,38.22,+3
GI,PO,373,33.24,66.76,-3
GI,FA,945,46.03,53.97,-2
GI,MI,956,63.70,36.30,+3
GI,ZA,894,56.94,43.06,+3
GI,RA,2053,49.59,50.41,0
GI,LE,393,51.15,48.85,0
GI,NA,1077,43.08,56.92,-3
GI,AN,329,51.98,48.02,+1
GI,IN,597,40.54,59.46,-3
GI,GO,106,49.06,50.94,0
GI,JC,338,55.03,44.97,+3
GI,HA,629,66.61,33.39,+3
GI,BA,518,38.80,61.20,-3
GI,TE,651,42.40,57.60,-3
GI,BI,1987,45.40,54.60,-2
GI,SI,644,46.27,53.73,-2
AN,SO,233,35.19,64.81,-3
AN,KY,240,44.17,55.83,-3
AN,MA,193,37.31,62.69,-3
AN,AX,82,37.80,62.20,-3
AN,CH,251,62.55,37.45,+3
AN,PO,68,19.12,80.88,-3
AN,FA,163,42.33,57.67,-3
AN,MI,223,49.78,50.22,0
AN,ZA,198,47.98,52.02,-1
AN,RA,347,42.07,57.93,-3
AN,LE,60,46.67,53.33,-2
AN,NA,186,36.02,63.98,-3
AN,GI,385,49.35,50.65,0
AN,IN,127,32.28,67.72,-3
AN,GO,15,40.00,60.00,-3
AN,JC,31,41.94,58.06,-3
AN,HA,156,57.05,42.95,+3
AN,BA,95,47.37,52.63,-2
AN,TE,93,25.81,74.19,-3
AN,BI,318,39.31,60.69,-3
AN,SI,106,42.45,57.55,-3
IN,SO,280,58.21,41.79,+3
IN,KY,254,51.57,48.43,+1
IN,MA,289,48.79,51.21,0
IN,AX,121,47.11,52.89,-2
IN,CH,360,61.67,38.33,+3
IN,PO,106,38.68,61.32,-3
IN,FA,286,52.45,47.55,+1
IN,MI,284,69.72,30.28,+3
IN,ZA,192,63.54,36.46,+3
IN,RA,513,45.03,54.97,-2
IN,LE,116,57.76,42.24,+3
IN,NA,233,49.79,50.21,0
IN,GI,580,58.10,41.90,+3
IN,AN,92,60.87,39.13,+3
IN,GO,28,35.71,64.29,-3
IN,JC,66,53.03,46.97,+2
IN,HA,170,71.18,28.82,+3
IN,BA,164,39.02,60.98,-3
IN,TE,141,46.81,53.19,-2
IN,BI,505,55.45,44.55,+3
IN,SI,155,57.42,42.58,+3
GO,SO,71,43.66,56.34,-3
GO,KY,81,40.74,59.26,-3
GO,MA,62,41.94,58.06,-3
GO,AX,26,38.46,61.54,-3
GO,CH,71,54.93,45.07,+2
GO,PO,14,78.57,21.43,+3
GO,FA,88,46.59,53.41,-2
GO,MI,58,62.07,37.93,+3
GO,ZA,42,50.00,50.00,0
