Character 1,Character 2,Floor,Num Matches,Player 1 Win Rate,Player 2 Win Rate,Score
SO,KY,7446,50.73,49.27,0
SO,MA,3610,50.75,49.25,0
SO,AX,1332,54.13,45.87,+2
SO,CH,2528,55.89,44.11,+3
SO,PO,3476,43.79,56.21,-3
SO,FA,2977,52.47,47.53,+1
SO,MI,1809,58.37,41.63,+3
SO,ZA,1518,55.73,44.27,+3
SO,RA,6288,53.13,46.87,+2
SO,LE,1518,48.48,51.52,-1
SO,NA,3650,50.99,49.01,0
SO,GI,5106,52.27,47.73,+1
SO,AN,1360,47.50,52.50,-1
SO,IN,1795,55.99,44.01,+3
SO,GO,723,46.20,53.80,-2
SO,JC,1237,50.04,49.96,0
SO,HA,1645,56.17,43.83,+3
SO,BA,4273,48.56,51.44,-1
SO,TE,2966,45.79,54.21,-2
SO,BI,5987,53.33,46.67,+2
SO,SI,2655,51.11,48.89,0
KY,SO,6903,50.35,49.65,0
KY,MA,3589,54.19,45.81,+2
KY,AX,1417,53.42,46.58,+2
KY,CH,2891,57.56,42.44,+3
KY,PO,3883,47.31,52.69,-2
KY,FA,2925,56.51,43.49,+3
KY,MI,1961,59.92,40.08,+3
KY,ZA,1492,64.01,35.99,+3
KY,RA,6475,54.58,45.42,+2
KY,LE,1714,50.93,49.07,0
KY,NA,3946,56.59,43.41,+3
KY,GI,5736,52.98,47.02,+2
KY,AN,1439,50.52,49.48,0
KY,IN,1916,57.62,42.38,+3
KY,GO,702,50.28,49.72,0
KY,JC,1293,52.05,47.95,+1
KY,HA,1615,56.35,43.65,+3
KY,BA,4639,47.92,52.08,-1
KY,TE,3103,55.59,44.41,+3
KY,BI,6061,58.55,41.45,+3
KY,SI,2830,48.90,51.10,0
MA,SO,3068,50.78,49.22,0
MA,KY,3644,50.25,49.75,0
MA,AX,739,58.59,41.41,+3
MA,CH,1401,62.60,37.40,+3
MA,PO,1928,44.40,55.60,-3
MA,FA,1535,53.81,46.19,+2
MA,MI,1052,58.65,41.35,+3
MA,ZA,792,60.73,39.27,+3
MA,RA,3282,55.18,44.82,+3
MA,LE,866,49.54,50.46,0
MA,NA,1968,54.93,45.07,+2
MA,GI,2962,54.83,45.17,+2
MA,AN,699,44.92,55.08,-3
MA,IN,1063,57.20,42.80,+3
MA,GO,363,49.86,50.14,0
MA,JC,638,48.75,51.25,0
MA,HA,769,58.52,41.48,+3
