Character 1,Character 2,Floor,Num Matches,Player 1 Win Rate,Player 2 Win Rate,Score
17,16,652,50.15,49.85,0
17,17,839,50.00,50.00,99
17,18,2165,47.53,52.47,-1
17,19,1394,57.32,42.68,+3
17,20,2168,48.48,51.52,-1
17,21,1336,47.98,52.02,-1
18,0,9230,49.50,50.50,0
18,1,9795,50.24,49.76,0
18,2,3855,48.95,51.05,0
18,3,1570,56.18,43.82,+3
18,4,3064,54.86,45.14,+2
18,5,5861,49.85,50.15,0
18,6,2905,50.40,49.60,0
18,7,3029,48.10,51.90,-1
18,8,1879,50.08,49.92,0
18,9,5682,54.03,45.97,+2
18,10,2789,52.10,47.90,+1
18,11,4809,48.53,51.47,-1
18,12,6102,51.10,48.90,0
18,13,2688,44.68,55.32,-3
18,14,2304,52.65,47.35,+2
18,15,1491,44.40,55.60,-3
18,16,2280,49.82,50.18,0
18,17,2008,52.29,47.71,+1
18,18,5282,50.00,50.00,99
18,19,4248,48.92,51.08,0
18,20,7018,55.63,44.37,+3
18,21,4236,50.45,49.55,0
19,0,5271,56.02,43.98,+3
19,1,5949,46.68,53.32,-2
19,2,2041,47.87,52.13,-1
19,3,1226,41.19,58.81,-3
19,4,1965,48.75,51.25,0
19,5,3425,48.67,51.33,-1
19,6,1879,50.72,49.28,0
19,7,1784,46.64,53.36,-2
19,8,1253,53.15,46.85,+2
19,9,3763,46.96,53.04,-2
19,10,1526,58.52,41.48,+3
19,11,2596,51.23,48.77,0
19,12,3733,53.60,46.40,+2
19,13,1639,48.02,51.98,-1
19,14,1505,47.84,52.16,-1
19,15,839,56.97,43.03,+3
19,16,1538,44.80,55.20,-3
19,17,1375,44.65,55.35,-3
19,18,4001,50.54,49.46,0
19,19,1954,50.00,50.00,99
19,20,4191,48.80,51.20,0
19,21,2529,52.19,47.81,+1
20,0,7983,47.79,52.21,-1
20,1,8631,46.50,53.50,-2
20,2,3670,48.04,51.96,-1
20,3,1679,46.40,53.60,-2
20,4,2885,47.42,52.58,-2
20,5,5292,48.73,51.27,-1
20,6,2621,46.59,53.41,-2
20,7,2716,48.05,51.95,-1
20,8,1957,49.62,50.38,0
20,9,5723,48.37,51.63,-1
20,10,2251,45.80,54.20,-2
20,11,4000,47.40,52.60,-2
20,12,5270,50.57,49.43,0
20,13,2289,42.81,57.19,-3
20,14,2008,43.97,56.03,-3
20,15,1291,48.49,51.51,-1
20,16,2080,46.54,53.46,-2
20,17,2076,48.99,51.01,0
20,18,6326,44.33,55.67,-3
20,19,4200,47.69,52.31,-1
20,20,5232,50.00,50.00,99
20,21,3874,45.61,54.39,-2
21,0,5454,49.30,50.70,0
21,1,5558,49.87,50.13,0
21,2,2321,47.22,52.78,-2
21,3,1226,45.60,54.40,-2
21,4,2226,52.43,47.57,+1
21,5,3648,46.38,53.62,-2
21,6,1932,49.07,50.93,0
21,7,1822,45.94,54.06,-2
21,8,1309,44.84,55.16,-3
21,9,3509,48.76,51.24,0
21,10,1583,45.99,54.01,-2
21,11,2925,48.48,51.52,-1
21,12,3999,53.31,46.69,+2
21,13,1827,42.26,57.74,-3
21,14,1556,47.62,52.38,-1
21,15,1133,42.19,57.81,-3
21,16,1354,46.53,53.47,-2
21,17,1528,48.30,51.70,-1
21,18,4319,48.41,51.59,-1
21,19,2815,48.67,51.33,-1
21,20,4272,52.34,47.66,+1
21,21,2172,50.00,50.00,99
